pack,sheet_name,quarter,metric_name,quarterly_total,combined_total,abs_diff,is_match
fr3,Forest_offence,Q1,metric_c19,0,0,0,true
fr3,Forest_offence,Q1,metric_c3,0,18,18,false
fr3,Forest_offence,Q1,metric_c4,0,0,0,true
fr3,Forest_offence,Q1,metric_c5,0,0,0,true
fr3,Forest_offence,Q1,metric_c6,0,88,88,false
fr3,Forest_offence,Q1,metric_c7,0,5,5,false
fr3,Forest_offence,Q1,metric_c8,0,9,9,false
fr3,Forest_offence,Q1,metric_c9,0,8,8,false
fr3,Forest_offence,Q1,nwfp_c8,9.0,0,9.0,false
fr3,Forest_offence,Q1,offence_cases_no_s_aquatic_and_fishing_c3,18.0,0,18.0,false
fr3,Forest_offence,Q1,others_c9,8.0,0,8.0,false
fr3,Forest_offence,Q1,reward_nu_c16,988.0,0,988.0,false
fr3,Forest_offence,Q1,timber_misuse_c10,6.0,0,6.0,false
fr3,Forest_offence,Q1,waste_pollution_c11,0.0,0,0.0,true
fr3,Forest_offence,Q1,wildlife_and_poaching_c12,3.0,0,3.0,false
fr3,Forest_offence,Q2,metric_c10,12.0,0,12.0,false
fr3,Forest_offence,Q2,metric_c11,0.0,0,0.0,true
fr3,Forest_offence,Q2,metric_c12,2.0,0,2.0,false
fr3,Forest_offence,Q2,metric_c13,1431510.83,3750,1427760.83,false
fr3,Forest_offence,Q2,metric_c14,1236326.49,899,1235427.49,false
fr3,Forest_offence,Q2,metric_c15,895435.27,899,894536.27,false
fr3,Forest_offence,Q2,metric_c16,20886.0,0,20886.0,false
fr3,Forest_offence,Q2,metric_c17,3542386.59,5548,3536838.59,false
fr3,Forest_offence,Q2,metric_c18,0,0,0,true
fr3,Forest_offence,Q2,metric_c19,0,0,0,true
fr3,Forest_offence,Q2,metric_c3,13.0,0,13.0,false
fr3,Forest_offence,Q2,metric_c4,3.0,0,3.0,false
fr3,Forest_offence,Q2,metric_c5,0.0,0,0.0,true
fr3,Forest_offence,Q2,metric_c6,82.0,1,81.0,false
fr3,Forest_offence,Q2,metric_c7,11.0,0,11.0,false
fr3,Forest_offence,Q2,metric_c8,9.0,0,9.0,false
fr3,Forest_offence,Q2,metric_c9,65.0,0,65.0,false
fr3,Forest_offence,Q3,metric_c10,3.0,0,3.0,false
fr3,Forest_offence,Q3,metric_c11,0.0,0,0.0,true
fr3,Forest_offence,Q3,metric_c12,5.0,0,5.0,false
fr3,Forest_offence,Q3,metric_c13,1884730.47,0,1884730.47,false
fr3,Forest_offence,Q3,metric_c14,1987177.73,0,1987177.73,false
fr3,Forest_offence,Q3,metric_c15,837440.133,0,837440.133,false
fr3,Forest_offence,Q3,metric_c16,0.0,0,0.0,true
fr3,Forest_offence,Q3,metric_c17,4709348.333,0,4709348.333,false
fr3,Forest_offence,Q3,metric_c18,0,0,0,true
fr3,Forest_offence,Q3,metric_c19,0,0,0,true
fr3,Forest_offence,Q3,metric_c3,41.0,0,41.0,false
fr3,Forest_offence,Q3,metric_c4,0.0,0,0.0,true
fr3,Forest_offence,Q3,metric_c5,0.0,0,0.0,true
fr3,Forest_offence,Q3,metric_c6,93.0,0,93.0,false
fr3,Forest_offence,Q3,metric_c7,10.0,0,10.0,false
fr3,Forest_offence,Q3,metric_c8,12.0,0,12.0,false
fr3,Forest_offence,Q3,metric_c9,368.0,0,368.0,false
fr3,Forest_offence,Q4,328450_46_c15,768697.265,0,768697.265,false
fr3,Forest_offence,Q4,metric_c10,4.0,0,4.0,false
fr3,Forest_offence,Q4,metric_c11,0.0,0,0.0,true
fr3,Forest_offence,Q4,metric_c12,2.0,0,2.0,false
fr3,Forest_offence,Q4,metric_c13,1611181.18,8031.25,1603149.93,false
fr3,Forest_offence,Q4,metric_c14,1460072.60,3409.94,1456662.66,false
fr3,Forest_offence,Q4,metric_c15,0,3409.94,3409.94,false
fr3,Forest_offence,Q4,metric_c16,0.0,0,0.0,true
fr3,Forest_offence,Q4,metric_c17,3839951.045,14851.13,3825099.915,false
fr3,Forest_offence,Q4,metric_c18,0,0,0,true
fr3,Forest_offence,Q4,metric_c19,0,0,0,true
fr3,Forest_offence,Q4,metric_c3,26262.0,0,26262.0,false
fr3,Forest_offence,Q4,metric_c4,0.0,0,0.0,true
fr3,Forest_offence,Q4,metric_c5,0.0,0,0.0,true
fr3,Forest_offence,Q4,metric_c6,75.0,3,72.0,false
fr3,Forest_offence,Q4,metric_c7,3.0,0,3.0,false
fr3,Forest_offence,Q4,metric_c8,10504.0,0,10504.0,false
fr3,Forest_offence,Q4,metric_c9,369.0,0,369.0,false
fr3,HWC,Q1,area_acres_c6,11.339,0,11.339,false
fr3,HWC,Q1,conflict_no_s_livestock_depredation_c7,40.0,0,40.0,false
fr3,HWC,Q1,crop_and_property_damage_c10,2.0,0,2.0,false
fr3,HWC,Q1,crop_damage_conflict_no_s_c4,79.0,79,0.0,true
fr3,HWC,Q1,crop_tree_no_s_c5,12.0,12,0.0,true
fr3,HWC,Q1,human_injury_and_death_c8,3.0,0,3.0,false
fr3,HWC,Q1,hwc_incidience_reported_but_with_no_damage_no_s_c3,2.0,0,2.0,false
fr3,HWC,Q1,livestock_depredation_and_crop_damage_c12,2.0,0,2.0,false
fr3,HWC,Q1,livestock_depredation_and_property_damage_c11,5.0,0,5.0,false
fr3,HWC,Q1,property_damage_c9,41.0,0,41.0,false
fr3,HWC,Q1,total_count_c13,174,79,95,false
fr3,HWC,Q2,area_acres_c6,3.447,0,3.447,false
fr3,HWC,Q2,conflict_no_s_livestock_depredation_c7,19.0,0,19.0,false
fr3,HWC,Q2,crop_and_property_damage_c10,0.0,0,0.0,true
fr3,HWC,Q2,crop_damage_conflict_no_s_c4,16.0,79,63.0,false
fr3,HWC,Q2,crop_tree_no_s_c5,306.0,12,294.0,false
fr3,HWC,Q2,human_injury_and_death_c8,1.0,0,1.0,false
fr3,HWC,Q2,hwc_incidience_reported_but_with_no_damage_no_s_c3,4.0,0,4.0,false
fr3,HWC,Q2,livestock_depredation_and_crop_damage_c12,0.0,0,0.0,true
fr3,HWC,Q2,livestock_depredation_and_property_damage_c11,0.0,0,0.0,true
fr3,HWC,Q2,property_damage_c9,5.0,0,5.0,false
fr3,HWC,Q2,total_count_c13,45,79,34,false
fr3,HWC,Q3,area_acres_c6,15.929,0,15.929,false
fr3,HWC,Q3,conflict_no_s_livestock_depredation_c7,25.0,0,25.0,false
fr3,HWC,Q3,crop_and_property_damage_c10,5.0,0,5.0,false
fr3,HWC,Q3,crop_damage_conflict_no_s_c4,54.0,0,54.0,false
fr3,HWC,Q3,crop_tree_no_s_c5,13363.0,0,13363.0,false
fr3,HWC,Q3,human_injury_and_death_c8,4.0,0,4.0,false
fr3,HWC,Q3,hwc_incidience_reported_but_with_no_damage_no_s_c3,0,0,0,true
fr3,HWC,Q3,incidience_reported_but_withhwc_no_damage_no_s_c3,79.0,0,79.0,false
fr3,HWC,Q3,livestock_depredation_and_crop_damage_c12,0.0,0,0.0,true
fr3,HWC,Q3,livestock_depredation_and_property_damage_c11,0.0,0,0.0,true
fr3,HWC,Q3,property_damage_c9,53.0,0,53.0,false
fr3,HWC,Q3,total_count_c13,220,0,220,false
fr3,HWC,Q4,area_acres_c6,8.382,0,8.382,false
fr3,HWC,Q4,conflict_no_s_livestock_depredation_c7,21.0,0,21.0,false
fr3,HWC,Q4,crop_and_property_damage_c10,1.0,0,1.0,false
fr3,HWC,Q4,crop_damage_conflict_no_s_c4,27.0,0,27.0,false
fr3,HWC,Q4,crop_tree_no_s_c5,227.0,0,227.0,false
fr3,HWC,Q4,human_injury_and_death_c8,2.0,0,2.0,false
fr3,HWC,Q4,hwc_incidience_reported_but_with_no_damage_no_s_c3,185.0,0,185.0,false
fr3,HWC,Q4,livestock_depredation_and_crop_damage_c12,0.0,0,0.0,true
fr3,HWC,Q4,livestock_depredation_and_property_damage_c11,0.0,0,0.0,true
fr3,HWC,Q4,property_damage_c9,14.0,0,14.0,false
fr3,HWC,Q4,total_count_c13,250,0,250,false
fr3,Rescue & Rehabilitation,Q1,animals_rescued_no_s_being_treated_at_the_veterinary_hospital_c3,0.0,0,0.0,true
fr3,Rescue & Rehabilitation,Q1,escaped_while_rescuing_c4,0.0,0,0.0,true
fr3,Rescue & Rehabilitation,Q1,euthanized_c5,0.0,0,0.0,true
fr3,Rescue & Rehabilitation,Q1,released_to_wild_c6,4.0,4,0.0,true
fr3,Rescue & Rehabilitation,Q1,succumbed_at_site_and_buried_c7,3.0,3,0.0,true
fr3,Rescue & Rehabilitation,Q1,succumbed_while_rescuing_and_buried_c8,3.0,3,0.0,true
fr3,Rescue & Rehabilitation,Q1,taken_for_treatment_c9,2.0,2,0.0,true
fr3,Rescue & Rehabilitation,Q1,taken_to_the_rehabilitation_center_c10,3.0,3,0.0,true
fr3,Rescue & Rehabilitation,Q1,total_animals_recued_c14,22,22,0,true
fr3,Rescue & Rehabilitation,Q1,treated_and_released_to_the_wild_c11,4.0,4,0.0,true
fr3,Rescue & Rehabilitation,Q1,treated_at_site_and_released_c12,3.0,3,0.0,true
fr3,Rescue & Rehabilitation,Q1,trophies_surrendered_to_dept_c13,0.0,0,0.0,true
fr3,Rescue & Rehabilitation,Q2,animals_rescued_no_s_being_treated_at_the_veterinary_hospital_c3,3.0,3,0.0,true
fr3,Rescue & Rehabilitation,Q2,escaped_while_rescuing_c4,1.0,1,0.0,true
fr3,Rescue & Rehabilitation,Q2,euthanized_c5,0.0,0,0.0,true
fr3,Rescue & Rehabilitation,Q2,released_to_wild_c6,16.0,16,0.0,true
fr3,Rescue & Rehabilitation,Q2,succumbed_at_site_and_buried_c7,1.0,1,0.0,true
fr3,Rescue & Rehabilitation,Q2,succumbed_while_rescuing_and_buried_c8,2.0,2,0.0,true
fr3,Rescue & Rehabilitation,Q2,taken_for_treatment_c9,2.0,2,0.0,true
fr3,Rescue & Rehabilitation,Q2,taken_to_the_rehabilitation_center_c10,11.0,11,0.0,true
fr3,Rescue & Rehabilitation,Q2,total_animals_recued_c14,52,52,0,true
fr3,Rescue & Rehabilitation,Q2,treated_and_released_to_the_wild_c11,14.0,14,0.0,true
fr3,Rescue & Rehabilitation,Q2,treated_at_site_and_released_c12,2.0,2,0.0,true
fr3,Rescue & Rehabilitation,Q2,trophies_surrendered_to_dept_c13,0.0,0,0.0,true
fr3,Rescue & Rehabilitation,Q3,animals_rescued_no_s_being_treated_at_the_veterinary_hospital_c3,0.0,0,0.0,true
fr3,Rescue & Rehabilitation,Q3,escaped_while_rescuing_c4,1.0,1,0.0,true
fr3,Rescue & Rehabilitation,Q3,euthanized_c5,0.0,0,0.0,true
fr3,Rescue & Rehabilitation,Q3,released_to_wild_c6,25.0,25,0.0,true
fr3,Rescue & Rehabilitation,Q3,succumbed_at_site_and_buried_c7,3.0,3,0.0,true
fr3,Rescue & Rehabilitation,Q3,succumbed_while_rescuing_and_buried_c8,0.0,0,0.0,true
fr3,Rescue & Rehabilitation,Q3,taken_for_treatment_c9,0.0,0,0.0,true
fr3,Rescue & Rehabilitation,Q3,taken_to_the_rehabilitation_center_c10,1.0,1,0.0,true
fr3,Rescue & Rehabilitation,Q3,total_animals_recued_c14,38,38,0,true
fr3,Rescue & Rehabilitation,Q3,treated_and_released_to_the_wild_c11,7.0,7,0.0,true
fr3,Rescue & Rehabilitation,Q3,treated_at_site_and_released_c12,1.0,1,0.0,true
fr3,Rescue & Rehabilitation,Q3,trophies_surrendered_to_dept_c13,0.0,0,0.0,true
fr3,Rescue & Rehabilitation,Q4,animals_rescued_no_s_being_treated_at_the_veterinary_hospital_c3,2.0,2,0.0,true
fr3,Rescue & Rehabilitation,Q4,escaped_while_rescuing_c4,0.0,0,0.0,true
fr3,Rescue & Rehabilitation,Q4,euthanized_c5,0.0,0,0.0,true
fr3,Rescue & Rehabilitation,Q4,released_to_wild_c6,16.0,16,0.0,true
fr3,Rescue & Rehabilitation,Q4,succumbed_at_site_and_buried_c7,0.0,0,0.0,true
fr3,Rescue & Rehabilitation,Q4,succumbed_while_rescuing_and_buried_c8,1.0,1,0.0,true
fr3,Rescue & Rehabilitation,Q4,taken_for_treatment_c9,0.0,0,0.0,true
fr3,Rescue & Rehabilitation,Q4,taken_to_the_rehabilitation_center_c10,9.0,9,0.0,true
fr3,Rescue & Rehabilitation,Q4,total_animals_recued_c14,35,35,0,true
fr3,Rescue & Rehabilitation,Q4,treated_and_released_to_the_wild_c11,6.0,6,0.0,true
fr3,Rescue & Rehabilitation,Q4,treated_at_site_and_released_c12,1.0,1,0.0,true
fr3,Rescue & Rehabilitation,Q4,trophies_surrendered_to_dept_c13,0.0,0,0.0,true
fr4,CF_timber_removal,Q1,commercial_c4,1584.63,0,1584.63,false
fr4,CF_timber_removal,Q1,firewood_other_form_m3_c6,777.28,0,777.28,false
fr4,CF_timber_removal,Q1,firewood_other_form_m_c6,0,777.28,777.28,false
fr4,CF_timber_removal,Q1,firewood_standing_form_m3_c5,1222.761,0,1222.761,false
fr4,CF_timber_removal,Q1,firewood_standing_form_m_c5,0,1222.761,1222.761,false
fr4,CF_timber_removal,Q1,volume_of_timber_m3_rural_c3,1383.629,0,1383.629,false
fr4,CF_timber_removal,Q1,volume_of_timber_m_rural_c3,0,1383.629,1383.629,false
fr4,CF_timber_removal,Q2,commercial_c4,30691.15,0,30691.15,false
fr4,CF_timber_removal,Q2,firewood_other_form_m3_c6,20542.13,0,20542.13,false
fr4,CF_timber_removal,Q2,firewood_other_form_m_c6,0,20542.13,20542.13,false
fr4,CF_timber_removal,Q2,firewood_standing_form_m3_c5,183.70,0,183.70,false
fr4,CF_timber_removal,Q2,firewood_standing_form_m_c5,0,183.7,183.7,false
fr4,CF_timber_removal,Q2,volume_of_timber_m3_rural_c3,606.63,0,606.63,false
fr4,CF_timber_removal,Q2,volume_of_timber_m_rural_c3,0,606.63,606.63,false
fr4,CF_timber_removal,Q3,commercial_c4,930.53,0,930.53,false
fr4,CF_timber_removal,Q3,firewood_other_form_m3_c6,458.02,0,458.02,false
fr4,CF_timber_removal,Q3,firewood_other_form_m_c6,0,458.02,458.02,false
fr4,CF_timber_removal,Q3,firewood_standing_form_m3_c5,186.03,0,186.03,false
fr4,CF_timber_removal,Q3,firewood_standing_form_m_c5,0,186.03,186.03,false
fr4,CF_timber_removal,Q3,volume_of_timber_m3_rural_c3,1114.07,0,1114.07,false
fr4,CF_timber_removal,Q3,volume_of_timber_m_rural_c3,0,1114.07,1114.07,false
fr4,CF_timber_removal,Q4,commercial_c4,37.27,0,37.27,false
fr4,CF_timber_removal,Q4,firewood_other_form_m3_c6,652.42,0,652.42,false
fr4,CF_timber_removal,Q4,firewood_other_form_m_c6,0,652.42,652.42,false
fr4,CF_timber_removal,Q4,firewood_standing_form_m3_c5,2030.91,0,2030.91,false
fr4,CF_timber_removal,Q4,firewood_standing_form_m_c5,0,2030.91,2030.91,false
fr4,CF_timber_removal,Q4,volume_of_timber_m3_rural_c3,2919.97,0,2919.97,false
fr4,CF_timber_removal,Q4,volume_of_timber_m_rural_c3,0,2919.97,2919.97,false
fr4,FMU timber removal,Q1,firewood_other_form_m3_c4,30.38,0,30.38,false
fr4,FMU timber removal,Q1,firewood_other_form_m3_c7,1179.81,0,1179.81,false
fr4,FMU timber removal,Q1,firewood_standing_form_m3_c3,148.37,0,148.37,false
fr4,FMU timber removal,Q1,firewood_standing_form_m3_c6,8.42,0,8.42,false
fr4,FMU timber removal,Q1,volume_of_timber_m3_c5,13710.06,0,13710.06,false
fr4,FMU timber removal,Q2,firewood_other_form_m3_0_0_c4,140.0,0,140.0,false
fr4,FMU timber removal,Q2,firewood_other_form_m3_0_0_c7,1345.82,0,1345.82,false
fr4,FMU timber removal,Q2,firewood_standing_form_m3_0_0_c3,150.48,0,150.48,false
fr4,FMU timber removal,Q2,firewood_standing_form_m3_0_0_c6,0.0,0,0.0,true
fr4,FMU timber removal,Q2,volume_of_timber_m3_0_0_c5,10383.13,0,10383.13,false
fr4,FMU timber removal,Q3,firewood_other_form_m3_0_0_c4,109.04,0,109.04,false
fr4,FMU timber removal,Q3,firewood_other_form_m3_0_0_c7,2768.12,0,2768.12,false
fr4,FMU timber removal,Q3,firewood_standing_form_m3_0_0_c3,4.65,0,4.65,false
fr4,FMU timber removal,Q3,firewood_standing_form_m3_0_0_c6,0.0,0,0.0,true
fr4,FMU timber removal,Q3,volume_of_timber_m3_0_0_c5,9483.41,0,9483.41,false
fr4,FMU timber removal,Q4,firewood_other_form_m3_c4,120.0,0,120.0,false
fr4,FMU timber removal,Q4,firewood_other_form_m3_c7,1422.0,0,1422.0,false
fr4,FMU timber removal,Q4,firewood_standing_form_m3_c3,276.82,0,276.82,false
fr4,FMU timber removal,Q4,firewood_standing_form_m3_c6,0.0,0,0.0,true
fr4,FMU timber removal,Q4,volume_of_timber_m3_c5,372.34,0,372.34,false
fr4,Forestry Clearance,Q1,total_forest_area_acre_5_809_c4,547.418316,0,547.418316,false
fr4,Forestry Clearance,Q1,total_forestry_clearance_area_acre_12_67_c3,1473.3191,0,1473.3191,false
fr4,Forestry Clearance,Q1,volume_of_poles_m3_18_25_c6,1653.62,0,1653.62,false
fr4,Forestry Clearance,Q1,volume_of_timber_m3_111_16_c5,28882.31,0,28882.31,false
fr4,Forestry Clearance,Q2,total_forest_area_acre_553_227316_c4,0,860.571,860.571,false
fr4,Forestry Clearance,Q2,total_forest_area_acre_67_809_c4,792.762,0,792.762,false
fr4,Forestry Clearance,Q2,total_forestry_clearance_area_acre_1485_9891_c3,0,2175.752,2175.752,false
fr4,Forestry Clearance,Q2,total_forestry_clearance_area_acre_76_244_c3,2099.508,0,2099.508,false
fr4,Forestry Clearance,Q2,volume_of_poles_m3_117_3_c6,2090.86,0,2090.86,false
fr4,Forestry Clearance,Q2,volume_of_poles_m_1671_87_c6,0,2208.16,2208.16,false
fr4,Forestry Clearance,Q2,volume_of_timber_m3_354_4_c5,8515.62,0,8515.62,false
fr4,Forestry Clearance,Q2,volume_of_timber_m_28993_47_c5,0,8870.02,8870.02,false
fr4,Forestry Clearance,Q3,total_forest_area_acre_2_006_c4,1598.930,0,1598.930,false
fr4,Forestry Clearance,Q3,total_forest_area_acre_553_227316_c4,0,1600.936,1600.936,false
fr4,Forestry Clearance,Q3,total_forestry_clearance_area_acre_1485_9891_c3,0,2070.299,2070.299,false
fr4,Forestry Clearance,Q3,total_forestry_clearance_area_acre_5_692_c3,2064.607,0,2064.607,false
fr4,Forestry Clearance,Q3,volume_of_poles_m3_23_28_c6,1485.95,0,1485.95,false
fr4,Forestry Clearance,Q3,volume_of_poles_m_1671_87_c6,0,1509.23,1509.23,false
fr4,Forestry Clearance,Q3,volume_of_timber_m3_110_41_c5,30073.35,0,30073.35,false
fr4,Forestry Clearance,Q3,volume_of_timber_m_28993_47_c5,0,30183.76,30183.76,false
fr4,Forestry Clearance,Q4,total_forest_area_acre_14_09_c4,342.924,0,342.924,false
fr4,Forestry Clearance,Q4,total_forest_area_acre_553_227316_c4,0,357.014,357.014,false
fr4,Forestry Clearance,Q4,total_forestry_clearance_area_acre_1485_9891_c3,0,692.252,692.252,false
fr4,Forestry Clearance,Q4,total_forestry_clearance_area_acre_23_31_c3,668.942,0,668.942,false
fr4,Forestry Clearance,Q4,volume_of_poles_m3_356_93_c6,843.16,0,843.16,false
fr4,Forestry Clearance,Q4,volume_of_poles_m_1671_87_c6,0,1200.09,1200.09,false
fr4,Forestry Clearance,Q4,volume_of_timber_m3_880_43_c5,6135.89,0,6135.89,false
fr4,Forestry Clearance,Q4,volume_of_timber_m_28993_47_c5,0,7016.32,7016.32,false
fr4,Plantation,Q1,enrichment_plantation_sl_no_c25,294.0,1.0,293.0,false
fr4,Plantation,Q1,metric_c10,0.0,0,0.0,true
fr4,Plantation,Q1,metric_c11,0.0,0,0.0,true
fr4,Plantation,Q1,metric_c12,0.0,0,0.0,true
fr4,Plantation,Q1,metric_c16,0.0,0,0.0,true
fr4,Plantation,Q1,metric_c17,0.0,0,0.0,true
fr4,Plantation,Q1,metric_c18,0.0,0.0,0.0,true
fr4,Plantation,Q1,metric_c19,0.0,0.0,0.0,true
fr4,Plantation,Q1,metric_c20,0.0,0.0,0.0,true
fr4,Plantation,Q1,metric_c22,0.0,0,0.0,true
fr4,Plantation,Q1,metric_c23,0,0,0,true
fr4,Plantation,Q1,metric_c24,0,0,0,true
fr4,Plantation,Q1,metric_c28,0,0,0,true
fr4,Plantation,Q1,metric_c29,0,0,0,true
fr4,Plantation,Q1,metric_c30,0,0,0,true
fr4,Plantation,Q1,metric_c31,0,0,0,true
fr4,Plantation,Q1,metric_c32,0,0,0,true
fr4,Plantation,Q1,metric_c34,0,0,0,true
fr4,Plantation,Q1,metric_c4,0.0,0,0.0,true
fr4,Plantation,Q1,metric_c5,0.0,0,0.0,true
fr4,Plantation,Q1,metric_c6,0.0,0.0,0.0,true
fr4,Plantation,Q1,metric_c7,0.0,0.0,0.0,true
fr4,Plantation,Q1,metric_c8,0.0,0.0,0.0,true
fr4,Plantation,Q1,new_plantation_creation_c15,0.0,0,0.0,true
fr4,Plantation,Q1,new_plantation_creation_c27,0,0,0,true
fr4,Plantation,Q1,new_plantation_creation_c3,0.0,0,0.0,true
fr4,Plantation,Q1,offices_c14,0,0,0,true
fr4,Plantation,Q1,offices_c26,0,0,0,true
fr4,Plantation,Q1,plantation_maintained_c21,0.0,0,0.0,true
fr4,Plantation,Q1,plantation_maintained_c33,0,0,0,true
fr4,Plantation,Q1,plantation_maintained_c9,0.0,0,0.0,true
fr4,Plantation,Q1,reforestation_sl_no_c13,294.0,1.0,293.0,false
fr4,Plantation,Q2,enrichment_plantation_sl_no_c25,294.0,2.0,292.0,false
fr4,Plantation,Q2,metric_c10,0.0,0,0.0,true
fr4,Plantation,Q2,metric_c11,0,0,0,true
fr4,Plantation,Q2,metric_c12,0,0,0,true
fr4,Plantation,Q2,metric_c16,11.1,11.1,0.0,true
fr4,Plantation,Q2,metric_c17,5065.0,5065,0.0,true
fr4,Plantation,Q2,metric_c18,0.0,0,0.0,true
fr4,Plantation,Q2,metric_c19,0.0,0,0.0,true
fr4,Plantation,Q2,metric_c20,0.0,0,0.0,true
fr4,Plantation,Q2,metric_c22,0.0,0,0.0,true
fr4,Plantation,Q2,metric_c23,0,0,0,true
fr4,Plantation,Q2,metric_c24,0,0,0,true
fr4,Plantation,Q2,metric_c28,0.6,0.6,0.0,true
fr4,Plantation,Q2,metric_c29,1489.0,1489,0.0,true
fr4,Plantation,Q2,metric_c30,0.0,0,0.0,true
fr4,Plantation,Q2,metric_c31,0.0,0,0.0,true
fr4,Plantation,Q2,metric_c32,0.0,0,0.0,true
fr4,Plantation,Q2,metric_c34,0.0,0,0.0,true
fr4,Plantation,Q2,metric_c4,39.296,39.296,0.000,true
fr4,Plantation,Q2,metric_c5,12333.0,12333,0.0,true
fr4,Plantation,Q2,metric_c6,0.0,0,0.0,true
fr4,Plantation,Q2,metric_c7,0.0,0.0,0.0,true
fr4,Plantation,Q2,metric_c8,0.0,0.0,0.0,true
fr4,Plantation,Q2,new_plantation_creation_c15,4.492,4.492,0.000,true
fr4,Plantation,Q2,new_plantation_creation_c27,1.437,1.437,0.000,true
fr4,Plantation,Q2,new_plantation_creation_c3,15.903,15.903,0.000,true
fr4,Plantation,Q2,offices_c14,0,0,0,true
fr4,Plantation,Q2,offices_c26,0,0,0,true
fr4,Plantation,Q2,plantation_maintained_c21,0.0,0,0.0,true
fr4,Plantation,Q2,plantation_maintained_c33,0.0,0,0.0,true
fr4,Plantation,Q2,plantation_maintained_c9,0.0,0,0.0,true
fr4,Plantation,Q2,reforestation_sl_no_c13,294.0,2.0,292.0,false
fr4,Plantation,Q3,enrichment_plantation_sl_no_c25,294.0,3.0,291.0,false
fr4,Plantation,Q3,metric_c10,4.94,4.94,0.00,true
fr4,Plantation,Q3,metric_c11,0,0,0,true
fr4,Plantation,Q3,metric_c12,0,0,0,true
fr4,Plantation,Q3,metric_c16,0.0,0,0.0,true
fr4,Plantation,Q3,metric_c17,0.0,0,0.0,true
fr4,Plantation,Q3,metric_c18,0.0,0,0.0,true
fr4,Plantation,Q3,metric_c19,0.0,0.0,0.0,true
fr4,Plantation,Q3,metric_c20,0.0,0.0,0.0,true
fr4,Plantation,Q3,metric_c22,0.0,0,0.0,true
fr4,Plantation,Q3,metric_c23,0,0,0,true
fr4,Plantation,Q3,metric_c24,0,0,0,true
fr4,Plantation,Q3,metric_c28,0.0,0,0.0,true
fr4,Plantation,Q3,metric_c29,0.0,0,0.0,true
fr4,Plantation,Q3,metric_c30,0.0,0,0.0,true
fr4,Plantation,Q3,metric_c31,0.0,0,0.0,true
fr4,Plantation,Q3,metric_c32,0.0,0,0.0,true
fr4,Plantation,Q3,metric_c34,12.355,12.355,0.000,true
fr4,Plantation,Q3,metric_c4,69.19,69.19,0.00,true
fr4,Plantation,Q3,metric_c5,30252.0,30252,0.0,true
fr4,Plantation,Q3,metric_c6,0.0,0,0.0,true
fr4,Plantation,Q3,metric_c7,0.0,0.0,0.0,true
fr4,Plantation,Q3,metric_c8,0.0,0.0,0.0,true
fr4,Plantation,Q3,new_plantation_creation_c15,0.0,0,0.0,true
fr4,Plantation,Q3,new_plantation_creation_c27,0.0,0,0.0,true
fr4,Plantation,Q3,new_plantation_creation_c3,28.0,28,0.0,true
fr4,Plantation,Q3,offices_c14,0,0,0,true
fr4,Plantation,Q3,offices_c26,0,0,0,true
fr4,Plantation,Q3,plantation_maintained_c21,0.0,0,0.0,true
fr4,Plantation,Q3,plantation_maintained_c33,5.0,5,0.0,true
fr4,Plantation,Q3,plantation_maintained_c9,2.0,2,0.0,true
fr4,Plantation,Q3,reforestation_sl_no_c13,294.0,3.0,291.0,false
fr4,Plantation,Q4,enrichment_plantation_sl_no_c25,294.0,4.0,290.0,false
fr4,Plantation,Q4,metric_c10,0.0,0,0.0,true
fr4,Plantation,Q4,metric_c11,0,0,0,true
fr4,Plantation,Q4,metric_c12,0,0,0,true
fr4,Plantation,Q4,metric_c16,0.0,0,0.0,true
fr4,Plantation,Q4,metric_c17,0.0,0,0.0,true
fr4,Plantation,Q4,metric_c18,0.0,0,0.0,true
fr4,Plantation,Q4,metric_c19,0.0,0,0.0,true
fr4,Plantation,Q4,metric_c20,0.0,0,0.0,true
fr4,Plantation,Q4,metric_c22,0.0,0,0.0,true
fr4,Plantation,Q4,metric_c23,0,0,0,true
fr4,Plantation,Q4,metric_c24,0,0,0,true
fr4,Plantation,Q4,metric_c28,0.0,0,0.0,true
fr4,Plantation,Q4,metric_c29,0.0,0,0.0,true
fr4,Plantation,Q4,metric_c30,0.0,0,0.0,true
fr4,Plantation,Q4,metric_c31,0.0,0,0.0,true
fr4,Plantation,Q4,metric_c32,0.0,0,0.0,true
fr4,Plantation,Q4,metric_c34,0.0,0,0.0,true
fr4,Plantation,Q4,metric_c4,0.0,0,0.0,true
fr4,Plantation,Q4,metric_c5,0.0,0,0.0,true
fr4,Plantation,Q4,metric_c6,0.0,0,0.0,true
fr4,Plantation,Q4,metric_c7,0.0,0,0.0,true
fr4,Plantation,Q4,metric_c8,0.0,0,0.0,true
fr4,Plantation,Q4,new_plantation_creation_c15,0.0,0,0.0,true
fr4,Plantation,Q4,new_plantation_creation_c27,0.0,0,0.0,true
fr4,Plantation,Q4,new_plantation_creation_c3,0.0,0,0.0,true
fr4,Plantation,Q4,offices_c14,0,0,0,true
fr4,Plantation,Q4,offices_c26,0,0,0,true
fr4,Plantation,Q4,plantation_maintained_c21,0.0,0,0.0,true
fr4,Plantation,Q4,plantation_maintained_c33,0.0,0,0.0,true
fr4,Plantation,Q4,plantation_maintained_c9,0.0,0,0.0,true
fr4,Plantation,Q4,reforestation_sl_no_c13,294.0,4.0,290.0,false
