record_id,pack,office,quarter,month,sheet_name,metric_name,metric_unit,metric_kind,species,metric_value
447,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Jan,Forest_offence,fine_nu_c13,nu,decimal,Broadleaf Mixed,4848.489873075884418039427491
448,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Jan,Forest_offence,fine_nu_c13,nu,decimal,Chir Pine,34.96354307318390494193896840
449,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Jan,Forest_offence,fine_nu_c13,nu,decimal,Cypress,3181.046718876586551444774507
450,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Feb,Forest_offence,fine_nu_c13,nu,decimal,Broadleaf Mixed,5923.45989738050229543613287
451,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Jan,Forest_offence,compensation_nu_c14,nu,decimal,Chir Pine,3339.882166236185798365584113
452,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Mar,Forest_offence,compensation_nu_c14,nu,decimal,Cypress,6763.955748824998941440487784
453,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Mar,Forest_offence,compensation_nu_c14,nu,decimal,Broadleaf Mixed,1156.113057543295084049625270
454,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Mar,Forest_offence,compensation_nu_c14,nu,decimal,Chir Pine,2331.321075496464411229199306
455,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Jan,Forest_offence,compensation_nu_c14,nu,decimal,Cypress,6266.618825422365245374094932
456,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Mar,Forest_offence,compensation_nu_c14,nu,decimal,Broadleaf Mixed,640.54912647669051954100859
457,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Feb,Forest_offence,fair_market_value_nu_c15,nu,decimal,Chir Pine,2502.633233032430625208960214
458,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Mar,Forest_offence,fair_market_value_nu_c15,nu,decimal,Cypress,5445.104256770310932798395186
459,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Feb,Forest_offence,fair_market_value_nu_c15,nu,decimal,Broadleaf Mixed,4874.503879638916750250752257
460,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Feb,Forest_offence,fair_market_value_nu_c15,nu,decimal,Chir Pine,105.1105957873620862587763290
461,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Feb,Forest_offence,fair_market_value_nu_c15,nu,decimal,Cypress,5017.153973921765295887662989
462,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Mar,Forest_offence,fair_market_value_nu_c15,nu,decimal,Broadleaf Mixed,768.93406084921430959545302
463,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Jan,Forest_offence,reward_nu_c16,nu,decimal,Chir Pine,0
464,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Feb,Forest_offence,metric_c18,value,decimal,Hemlock,4128.772943359547583281788460
465,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Mar,Forest_offence,metric_c18,value,decimal,Oak,12553.86323937439250684810462
466,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Jan,Forest_offence,metric_c18,value,decimal,Blue Pine,6052.114376601572854996907308
467,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Mar,Forest_offence,metric_c18,value,decimal,Hemlock,9991.117631881240611469470708
468,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Jan,Forest_offence,metric_c18,value,decimal,Oak,13171.04213484138906070513387
469,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Feb,Forest_offence,metric_c18,value,decimal,Blue Pine,12146.96967394185738269859503
470,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Mar,Forest Fire,fire_burnt_forest_area_lost_ha_c4,ha,decimal,Hemlock,0
471,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Mar,Forest Fire,timber_m3_c5,m3,decimal,Cypress,0
472,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Mar,Forest Pest & Disease,forest_type_c3,value,decimal,Oak,0
473,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Jan,Forest Pest & Disease,pest_and_disease_forest_area_lost_ha_c4,ha,decimal,Broadleaf Mixed,0
474,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Mar,Forest Pest & Disease,timber_volume_m3_c5,m3,decimal,Blue Pine,0
475,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Feb,HWC,hwc_incidience_reported_but_with_no_damage_no_s_c3,count,count,Chir Pine,0
476,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Jan,HWC,crop_damage_conflict_no_s_c4,count,count,Hemlock,0
477,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Feb,HWC,crop_tree_no_s_c5,count,count,Cypress,0
478,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Mar,HWC,area_acres_c6,acre,decimal,Oak,0
479,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Jan,HWC,conflict_no_s_livestock_depredation_c7,count,count,Broadleaf Mixed,0
480,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Mar,HWC,human_injury_and_death_c8,value,count,Blue Pine,0
481,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Mar,HWC,property_damage_c9,value,decimal,Chir Pine,0
482,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Feb,HWC,crop_and_property_damage_c10,value,decimal,Hemlock,0
483,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Mar,HWC,livestock_depredation_and_property_damage_c11,value,count,Cypress,0
484,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Feb,HWC,livestock_depredation_and_crop_damage_c12,value,count,Oak,0
485,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Feb,HWC,total_count_c13,value,count,Broadleaf Mixed,0
486,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Jan,Rescue & Rehabilitation,animals_rescued_no_s_being_treated_at_the_veterinary_hospital_c3,count,count,Blue Pine,0
487,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Jan,Rescue & Rehabilitation,escaped_while_rescuing_c4,value,decimal,Chir Pine,0
488,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Mar,Rescue & Rehabilitation,euthanized_c5,ha,decimal,Hemlock,0
489,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Feb,Rescue & Rehabilitation,released_to_wild_c6,value,decimal,Cypress,0
490,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Jan,Rescue & Rehabilitation,succumbed_at_site_and_buried_c7,value,decimal,Oak,0
491,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Jan,Rescue & Rehabilitation,succumbed_while_rescuing_and_buried_c8,value,decimal,Broadleaf Mixed,0
492,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Mar,Rescue & Rehabilitation,taken_for_treatment_c9,value,decimal,Blue Pine,0
493,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Mar,Rescue & Rehabilitation,taken_to_the_rehabilitation_center_c10,ha,decimal,Chir Pine,0
494,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Mar,Rescue & Rehabilitation,treated_and_released_to_the_wild_c11,value,decimal,Hemlock,0
495,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Feb,Rescue & Rehabilitation,treated_at_site_and_released_c12,value,decimal,Cypress,0
496,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Jan,Rescue & Rehabilitation,trophies_surrendered_to_dept_c13,value,decimal,Oak,0
497,fr3,"Divisional Forest Office, Pema Gatshel",Q1,Feb,Rescue & Rehabilitation,total_animals_recued_c14,value,decimal,Broadleaf Mixed,0
498,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,Forest_offence,offence_cases_no_s_aquatic_and_fishing_c3,count,count,Blue Pine,0.8227113556778389194597298649
499,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Feb,Forest_offence,offence_cases_no_s_aquatic_and_fishing_c3,count,count,Hemlock,0.1772886443221610805402701351
500,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Feb,Forest_offence,forest_fire_c4,value,decimal,Hemlock,0
501,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,Forest_offence,grazing_c5,value,decimal,Cypress,0
502,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,Forest_offence,illegal_timber_c6,value,decimal,Oak,0.9946098562628336755646817248
503,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,Forest_offence,illegal_timber_c6,value,decimal,Blue Pine,1.005390143737166324435318275
504,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Jan,Forest_offence,land_related_c7,value,decimal,Blue Pine,0
505,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Feb,Forest_offence,nwfp_c8,value,decimal,Chir Pine,0
506,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Jan,Forest_offence,others_c9,value,decimal,Hemlock,0
507,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Jan,Forest_offence,timber_misuse_c10,value,decimal,Cypress,0
508,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Jan,Forest_offence,waste_pollution_c11,value,decimal,Oak,0
509,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Feb,Forest_offence,wildlife_and_poaching_c12,value,decimal,Broadleaf Mixed,0
510,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Feb,Forest_offence,fine_nu_c13,nu,decimal,Blue Pine,7297.794052668787557440791799
511,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,Forest_offence,fine_nu_c13,nu,decimal,Hemlock,8151.429392011311417462000707
512,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Jan,Forest_offence,fine_nu_c13,nu,decimal,Oak,308.6028632025450689289501591
513,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Jan,Forest_offence,fine_nu_c13,nu,decimal,Blue Pine,3396.290650406504065040650407
514,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Jan,Forest_offence,fine_nu_c13,nu,decimal,Hemlock,6537.900980911983032873806999
515,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,Forest_offence,fine_nu_c13,nu,decimal,Oak,7164.23206079886885825379992
516,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Feb,Forest_offence,compensation_nu_c14,nu,decimal,Blue Pine,9930.211136992008483884407075
517,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Feb,Forest_offence,compensation_nu_c14,nu,decimal,Hemlock,16597.85992538726659849259554
518,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Jan,Forest_offence,compensation_nu_c14,nu,decimal,Oak,7906.988711888800515092981858
519,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Feb,Forest_offence,compensation_nu_c14,nu,decimal,Blue Pine,28430.45784494186266712116047
520,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Feb,Forest_offence,compensation_nu_c14,nu,decimal,Hemlock,9044.083091694125667537779798
521,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,Forest_offence,compensation_nu_c14,nu,decimal,Oak,9896.12928909593606787107525
522,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Jan,Forest_offence,fair_market_value_nu_c15,nu,decimal,Blue Pine,0
523,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,Forest_offence,reward_nu_c16,nu,decimal,Chir Pine,0
524,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Feb,Forest_offence,metric_c18,value,decimal,Hemlock,19145.54992259491338002211574
525,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,Forest_offence,metric_c18,value,decimal,Oak,29061.31274547052652471008534
526,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Feb,Forest_offence,metric_c18,value,decimal,Blue Pine,13504.94385777878590263404123
527,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Jan,Forest_offence,metric_c18,value,decimal,Hemlock,23082.59542374323059910969974
528,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Feb,Forest_offence,metric_c18,value,decimal,Oak,24805.66240607899288326859282
529,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Jan,Forest_offence,metric_c18,value,decimal,Blue Pine,5061.9156443335507102554651
530,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Jan,Forest Fire,fire_burnt_forest_area_lost_ha_c4,ha,decimal,Hemlock,27.78157167804413398952214637
531,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,Forest Fire,fire_burnt_forest_area_lost_ha_c4,ha,decimal,Oak,12.77842832195586601047785363
532,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,Forest Fire,timber_m3_c5,m3,decimal,Oak,0
533,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,Forest Pest & Disease,forest_type_c3,value,decimal,Broadleaf Mixed,0
534,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Jan,Forest Pest & Disease,pest_and_disease_forest_area_lost_ha_c4,ha,decimal,Blue Pine,0
535,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Jan,Forest Pest & Disease,timber_volume_m3_c5,m3,decimal,Chir Pine,0
536,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Jan,HWC,hwc_incidience_reported_but_with_no_damage_no_s_c3,count,count,Hemlock,0
537,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,HWC,crop_damage_conflict_no_s_c4,count,count,Cypress,0
538,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,HWC,crop_tree_no_s_c5,count,count,Oak,0
539,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Jan,HWC,area_acres_c6,acre,decimal,Broadleaf Mixed,0
540,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Feb,HWC,conflict_no_s_livestock_depredation_c7,count,count,Blue Pine,0
541,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,HWC,human_injury_and_death_c8,value,count,Chir Pine,0
542,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,HWC,property_damage_c9,value,decimal,Hemlock,0
543,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Feb,HWC,crop_and_property_damage_c10,value,decimal,Cypress,0
544,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,HWC,livestock_depredation_and_property_damage_c11,value,count,Oak,0
545,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Feb,HWC,livestock_depredation_and_crop_damage_c12,value,count,Broadleaf Mixed,0
546,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Jan,HWC,total_count_c13,value,count,Blue Pine,0
547,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,Rescue & Rehabilitation,animals_rescued_no_s_being_treated_at_the_veterinary_hospital_c3,count,count,Chir Pine,0
548,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,Rescue & Rehabilitation,escaped_while_rescuing_c4,value,decimal,Hemlock,0
549,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Jan,Rescue & Rehabilitation,euthanized_c5,ha,decimal,Cypress,0
550,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Feb,Rescue & Rehabilitation,released_to_wild_c6,value,decimal,Oak,0
551,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Feb,Rescue & Rehabilitation,succumbed_at_site_and_buried_c7,value,decimal,Broadleaf Mixed,0
552,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Jan,Rescue & Rehabilitation,succumbed_while_rescuing_and_buried_c8,value,decimal,Blue Pine,0
553,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Jan,Rescue & Rehabilitation,taken_for_treatment_c9,value,decimal,Chir Pine,0
554,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Feb,Rescue & Rehabilitation,taken_to_the_rehabilitation_center_c10,ha,decimal,Hemlock,0
555,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Feb,Rescue & Rehabilitation,treated_and_released_to_the_wild_c11,value,decimal,Cypress,0
556,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,Rescue & Rehabilitation,treated_at_site_and_released_c12,value,decimal,Oak,0
557,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Mar,Rescue & Rehabilitation,trophies_surrendered_to_dept_c13,value,decimal,Broadleaf Mixed,0
558,fr3,"Divisional Forest Office, Samdrup Jongkhar",Q1,Feb,Rescue & Rehabilitation,total_animals_recued_c14,value,decimal,Blue Pine,0
559,fr3,"Divisional Forest Office, Samtse",Q1,Feb,Forest_offence,offence_cases_no_s_aquatic_and_fishing_c3,count,count,Chir Pine,0
560,fr3,"Divisional Forest Office, Samtse",Q1,Jan,Forest_offence,forest_fire_c4,value,decimal,Hemlock,0
561,fr3,"Divisional Forest Office, Samtse",Q1,Jan,Forest_offence,grazing_c5,value,decimal,Cypress,0
562,fr3,"Divisional Forest Office, Samtse",Q1,Mar,Forest_offence,illegal_timber_c6,value,decimal,Oak,0.4912881335208167756923641255
563,fr3,"Divisional Forest Office, Samtse",Q1,Jan,Forest_offence,illegal_timber_c6,value,decimal,Blue Pine,0.5087118664791832243076358745
564,fr3,"Divisional Forest Office, Samtse",Q1,Mar,Forest_offence,land_related_c7,value,decimal,Blue Pine,0
565,fr3,"Divisional Forest Office, Samtse",Q1,Jan,Forest_offence,nwfp_c8,value,decimal,Chir Pine,0
566,fr3,"Divisional Forest Office, Samtse",Q1,Feb,Forest_offence,others_c9,value,decimal,Hemlock,0
567,fr3,"Divisional Forest Office, Samtse",Q1,Jan,Forest_offence,timber_misuse_c10,value,decimal,Cypress,0
568,fr3,"Divisional Forest Office, Samtse",Q1,Mar,Forest_offence,waste_pollution_c11,value,decimal,Oak,0
569,fr3,"Divisional Forest Office, Samtse",Q1,Jan,Forest_offence,wildlife_and_poaching_c12,value,decimal,Broadleaf Mixed,0
570,fr3,"Divisional Forest Office, Samtse",Q1,Mar,Forest_offence,fine_nu_c13,nu,decimal,Blue Pine,570.5827309976520418028635882
571,fr3,"Divisional Forest Office, Samtse",Q1,Jan,Forest_offence,fine_nu_c13,nu,decimal,Hemlock,531.9472515077574697297546153
572,fr3,"Divisional Forest Office, Samtse",Q1,Mar,Forest_offence,fine_nu_c13,nu,decimal,Oak,687.7988467381796418212789466
573,fr3,"Divisional Forest Office, Samtse",Q1,Mar,Forest_offence,fine_nu_c13,nu,decimal,Blue Pine,2072.564281110446112057455918
574,fr3,"Divisional Forest Office, Samtse",Q1,Jan,Forest_offence,fine_nu_c13,nu,decimal,Hemlock,878.356889645964734588646931
575,fr3,"Divisional Forest Office, Samtse",Q1,Jan,Forest_offence,compensation_nu_c14,nu,decimal,Broadleaf Mixed,1426.134971013851396203035801
576,fr3,"Divisional Forest Office, Samtse",Q1,Mar,Forest_offence,compensation_nu_c14,nu,decimal,Chir Pine,796.5454485108642740186750454
577,fr3,"Divisional Forest Office, Samtse",Q1,Feb,Forest_offence,compensation_nu_c14,nu,decimal,Cypress,938.3760552285701641810859849
578,fr3,"Divisional Forest Office, Samtse",Q1,Jan,Forest_offence,compensation_nu_c14,nu,decimal,Broadleaf Mixed,703.3268725937071292649466743
579,fr3,"Divisional Forest Office, Samtse",Q1,Jan,Forest_offence,compensation_nu_c14,nu,decimal,Chir Pine,249.796652653007036332256495
580,fr3,"Divisional Forest Office, Samtse",Q1,Feb,Forest_offence,fair_market_value_nu_c15,nu,decimal,Oak,3760.811723149113660062565172
581,fr3,"Divisional Forest Office, Samtse",Q1,Jan,Forest_offence,fair_market_value_nu_c15,nu,decimal,Blue Pine,3876.158493222106360792492179
582,fr3,"Divisional Forest Office, Samtse",Q1,Jan,Forest_offence,fair_market_value_nu_c15,nu,decimal,Hemlock,9.295344108446298227320125130
583,fr3,"Divisional Forest Office, Samtse",Q1,Jan,Forest_offence,fair_market_value_nu_c15,nu,decimal,Oak,2493.687314911366006256517205
584,fr3,"Divisional Forest Office, Samtse",Q1,Jan,Forest_offence,fair_market_value_nu_c15,nu,decimal,Blue Pine,2986.763068300312825860271116
585,fr3,"Divisional Forest Office, Samtse",Q1,Feb,Forest_offence,fair_market_value_nu_c15,nu,decimal,Hemlock,3080.98405630865484880083420
586,fr3,"Divisional Forest Office, Samtse",Q1,Feb,Forest_offence,reward_nu_c16,nu,decimal,Oak,0
587,fr3,"Divisional Forest Office, Samtse",Q1,Feb,Forest_offence,metric_c18,value,decimal,Broadleaf Mixed,1093.224102291917973462002413
588,fr3,"Divisional Forest Office, Samtse",Q1,Mar,Forest_offence,metric_c18,value,decimal,Chir Pine,9560.873620265379975874547648
589,fr3,"Divisional Forest Office, Samtse",Q1,Mar,Forest_offence,metric_c18,value,decimal,Cypress,2747.572080096501809408926417
590,fr3,"Divisional Forest Office, Samtse",Q1,Jan,Forest_offence,metric_c18,value,decimal,Broadleaf Mixed,3009.994237394451145958986731
591,fr3,"Divisional Forest Office, Samtse",Q1,Feb,Forest_offence,metric_c18,value,decimal,Chir Pine,2512.964252834740651387213510
592,fr3,"Divisional Forest Office, Samtse",Q1,Mar,Forest_offence,metric_c18,value,decimal,Cypress,6138.50170711700844390832328
593,fr3,"Divisional Forest Office, Samtse",Q1,Feb,Forest Fire,fire_burnt_forest_area_lost_ha_c4,ha,decimal,Broadleaf Mixed,15.72292002301495972382048331
594,fr3,"Divisional Forest Office, Samtse",Q1,Mar,Forest Fire,fire_burnt_forest_area_lost_ha_c4,ha,decimal,Chir Pine,29.60707997698504027617951669
595,fr3,"Divisional Forest Office, Samtse",Q1,Jan,Forest Fire,timber_m3_c5,m3,decimal,Chir Pine,0
596,fr3,"Divisional Forest Office, Samtse",Q1,Mar,Forest Pest & Disease,forest_type_c3,value,decimal,Hemlock,0
597,fr3,"Divisional Forest Office, Samtse",Q1,Mar,Forest Pest & Disease,pest_and_disease_forest_area_lost_ha_c4,ha,decimal,Cypress,0
598,fr3,"Divisional Forest Office, Samtse",Q1,Jan,Forest Pest & Disease,timber_volume_m3_c5,m3,decimal,Oak,0
599,fr3,"Divisional Forest Office, Samtse",Q1,Mar,HWC,hwc_incidience_reported_but_with_no_damage_no_s_c3,count,count,Broadleaf Mixed,0
600,fr3,"Divisional Forest Office, Samtse",Q1,Jan,HWC,crop_damage_conflict_no_s_c4,count,count,Blue Pine,0.2124264485888102124264485888
601,fr3,"Divisional Forest Office, Samtse",Q1,Mar,HWC,crop_damage_conflict_no_s_c4,count,count,Hemlock,0.7875735514111897875735514112
602,fr3,"Divisional Forest Office, Samtse",Q1,Mar,HWC,crop_tree_no_s_c5,count,count,Hemlock,0
603,fr3,"Divisional Forest Office, Samtse",Q1,Mar,HWC,area_acres_c6,acre,decimal,Cypress,0.03211871877754922127534528357
604,fr3,"Divisional Forest Office, Samtse",Q1,Mar,HWC,area_acres_c6,acre,decimal,Broadleaf Mixed,0.1178812812224507787246547164
605,fr3,"Divisional Forest Office, Samtse",Q1,Jan,HWC,conflict_no_s_livestock_depredation_c7,count,count,Broadleaf Mixed,1.981096408317580340264650284
606,fr3,"Divisional Forest Office, Samtse",Q1,Mar,HWC,conflict_no_s_livestock_depredation_c7,count,count,Chir Pine,1.018903591682419659735349716
607,fr3,"Divisional Forest Office, Samtse",Q1,Mar,HWC,human_injury_and_death_c8,value,count,Chir Pine,0
608,fr3,"Divisional Forest Office, Samtse",Q1,Mar,HWC,property_damage_c9,value,decimal,Hemlock,0
609,fr3,"Divisional Forest Office, Samtse",Q1,Feb,HWC,crop_and_property_damage_c10,value,decimal,Cypress,0
610,fr3,"Divisional Forest Office, Samtse",Q1,Jan,HWC,livestock_depredation_and_property_damage_c11,value,count,Oak,0
611,fr3,"Divisional Forest Office, Samtse",Q1,Feb,HWC,livestock_depredation_and_crop_damage_c12,value,count,Broadleaf Mixed,0
612,fr3,"Divisional Forest Office, Samtse",Q1,Feb,HWC,total_count_c13,value,count,Blue Pine,1.657570523891767415083477260
613,fr3,"Divisional Forest Office, Samtse",Q1,Jan,HWC,total_count_c13,value,count,Hemlock,2.342429476108232584916522740
614,fr3,"Divisional Forest Office, Samtse",Q1,Jan,Rescue & Rehabilitation,animals_rescued_no_s_being_treated_at_the_veterinary_hospital_c3,count,count,Hemlock,0
615,fr3,"Divisional Forest Office, Samtse",Q1,Feb,Rescue & Rehabilitation,escaped_while_rescuing_c4,value,decimal,Cypress,0
616,fr3,"Divisional Forest Office, Samtse",Q1,Feb,Rescue & Rehabilitation,euthanized_c5,ha,decimal,Oak,0
617,fr3,"Divisional Forest Office, Samtse",Q1,Mar,Rescue & Rehabilitation,released_to_wild_c6,value,decimal,Broadleaf Mixed,0
618,fr3,"Divisional Forest Office, Samtse",Q1,Mar,Rescue & Rehabilitation,succumbed_at_site_and_buried_c7,value,decimal,Blue Pine,0
619,fr3,"Divisional Forest Office, Samtse",Q1,Mar,Rescue & Rehabilitation,succumbed_while_rescuing_and_buried_c8,value,decimal,Chir Pine,0
620,fr3,"Divisional Forest Office, Samtse",Q1,Mar,Rescue & Rehabilitation,taken_for_treatment_c9,value,decimal,Hemlock,0
621,fr3,"Divisional Forest Office, Samtse",Q1,Jan,Rescue & Rehabilitation,taken_to_the_rehabilitation_center_c10,ha,decimal,Cypress,0
622,fr3,"Divisional Forest Office, Samtse",Q1,Mar,Rescue & Rehabilitation,treated_and_released_to_the_wild_c11,value,decimal,Oak,0
623,fr3,"Divisional Forest Office, Samtse",Q1,Feb,Rescue & Rehabilitation,treated_at_site_and_released_c12,value,decimal,Broadleaf Mixed,0
624,fr3,"Divisional Forest Office, Samtse",Q1,Feb,Rescue & Rehabilitation,trophies_surrendered_to_dept_c13,value,decimal,Blue Pine,0
625,fr3,"Divisional Forest Office, Samtse",Q1,Jan,Rescue & Rehabilitation,total_animals_recued_c14,value,decimal,Chir Pine,0
626,fr3,"Divisional Forest Office, Sarpang",Q1,Jan,Forest_offence,offence_cases_no_s_aquatic_and_fishing_c3,count,count,Hemlock,0.4462716828114440189231808966
627,fr3,"Divisional Forest Office, Sarpang",Q1,Mar,Forest_offence,offence_cases_no_s_aquatic_and_fishing_c3,count,count,Oak,0.5537283171885559810768191034
628,fr3,"Divisional Forest Office, Sarpang",Q1,Jan,Forest_offence,forest_fire_c4,value,decimal,Oak,0
629,fr3,"Divisional Forest Office, Sarpang",Q1,Mar,Forest_offence,grazing_c5,value,decimal,Broadleaf Mixed,0
630,fr3,"Divisional Forest Office, Sarpang",Q1,Mar,Forest_offence,illegal_timber_c6,value,decimal,Blue Pine,0
631,fr3,"Divisional Forest Office, Sarpang",Q1,Jan,Forest_offence,land_related_c7,value,decimal,Chir Pine,0
632,fr3,"Divisional Forest Office, Sarpang",Q1,Jan,Forest_offence,nwfp_c8,value,decimal,Hemlock,0.5182226399331662489557226399
633,fr3,"Divisional Forest Office, Sarpang",Q1,Mar,Forest_offence,nwfp_c8,value,decimal,Oak,0.4817773600668337510442773601
634,fr3,"Divisional Forest Office, Sarpang",Q1,Mar,Forest_offence,others_c9,value,decimal,Oak,0
635,fr3,"Divisional Forest Office, Sarpang",Q1,Jan,Forest_offence,timber_misuse_c10,value,decimal,Broadleaf Mixed,0
636,fr3,"Divisional Forest Office, Sarpang",Q1,Jan,Forest_offence,waste_pollution_c11,value,decimal,Blue Pine,0
637,fr3,"Divisional Forest Office, Sarpang",Q1,Jan,Forest_offence,wildlife_and_poaching_c12,value,decimal,Chir Pine,0
638,fr3,"Divisional Forest Office, Sarpang",Q1,Jan,Forest_offence,fine_nu_c13,nu,decimal,Hemlock,2170.212200857656660672292157
