record_id,office,quarter,month,category,product,species,volume_m3,royalty_nu
236,Jomotsangkha Wildlife Sanctuary,Q1,Jan,Free,firewood,Chir Pine,0,0
237,Phibsoo Wildlife Sanctuary,Q1,Jan,Rural,standing,Cypress,0,0
238,Phibsoo Wildlife Sanctuary,Q1,Jan,Rural,other,Broadleaf Mixed,0,0
239,Phibsoo Wildlife Sanctuary,Q1,Jan,Commercial,standing,Chir Pine,0,0
240,Phibsoo Wildlife Sanctuary,Q1,Jan,Commercial,other,Cypress,0,0
241,Phibsoo Wildlife Sanctuary,Q1,Feb,Free,timber,Broadleaf Mixed,0,0
242,Phibsoo Wildlife Sanctuary,Q1,Jan,Free,firewood,Chir Pine,0,0
243,Phrumsengla National Park,Q1,Feb,Rural,standing,Cypress,30.38795978172999191592562652,3070.572350459171010176222388
244,Phrumsengla National Park,Q1,Jan,Rural,standing,Broadleaf Mixed,94.81736054971705739692805174,3189.048399106478034251675354
245,Phrumsengla National Park,Q1,Jan,Rural,standing,Chir Pine,46.1446796685529506871463217,6908.379250434350955572102258
246,Phrumsengla National Park,Q1,Jan,Rural,other,Chir Pine,0,0
247,Phrumsengla National Park,Q1,Feb,Commercial,standing,Cypress,28.31883436811536150610855197,2688.615497010249044288661342
248,Phrumsengla National Park,Q1,Mar,Commercial,standing,Broadleaf Mixed,40.62116563188463849389144803,16943.61140180522119975301127
249,Phrumsengla National Park,Q1,Jan,Commercial,other,Blue Pine,0.6906932865291794646774901272,189.0902910385398864661537491
250,Phrumsengla National Park,Q1,Mar,Commercial,other,Hemlock,0.4393067134708205353225098728,132.7028101459898694921736409
251,Phrumsengla National Park,Q1,Feb,Free,timber,Cypress,47.36441005323758821344558623,0
252,Phrumsengla National Park,Q1,Mar,Free,timber,Broadleaf Mixed,50.15323015971276464033675870,0
253,Phrumsengla National Park,Q1,Jan,Free,timber,Chir Pine,40.39235978704964714621765507,0
254,Phrumsengla National Park,Q1,Jan,Free,firewood,Chir Pine,0,0
255,Royal Manas National Park,Q1,Mar,Rural,standing,Cypress,0,0
256,Royal Manas National Park,Q1,Jan,Rural,other,Broadleaf Mixed,0,0
257,Royal Manas National Park,Q1,Feb,Commercial,standing,Chir Pine,0,0
258,Royal Manas National Park,Q1,Feb,Commercial,other,Cypress,0,0
259,Royal Manas National Park,Q1,Mar,Free,timber,Broadleaf Mixed,0,0
260,Royal Manas National Park,Q1,Jan,Free,firewood,Chir Pine,0,0
261,Sakteng Wildlife Sanctuary,Q1,Jan,Rural,standing,Cypress,39.10902900816397429216605871,409.8348234580997120775875133
262,Sakteng Wildlife Sanctuary,Q1,Jan,Rural,standing,Broadleaf Mixed,20.58097099183602570783394129,490.1651765419002879224124867
263,Sakteng Wildlife Sanctuary,Q1,Jan,Rural,other,Blue Pine,0,0
264,Sakteng Wildlife Sanctuary,Q1,Feb,Commercial,standing,Hemlock,39.88013442078235916024769672,1722.692829635223747243181325
265,Sakteng Wildlife Sanctuary,Q1,Jan,Commercial,standing,Oak,8.04986557921764083975230328,357.230590913595652884451094
266,Sakteng Wildlife Sanctuary,Q1,Jan,Commercial,other,Broadleaf Mixed,4.018832300542215336948102246,22.54121483026901598963583558
267,Sakteng Wildlife Sanctuary,Q1,Mar,Commercial,other,Chir Pine,10.73116769945778466305189775,617.5353646209115838827317454
268,Sakteng Wildlife Sanctuary,Q1,Feb,Free,timber,Hemlock,0,0
269,Sakteng Wildlife Sanctuary,Q1,Jan,Free,firewood,Oak,0,0
270,Wangchuck Centennial National Park,Q1,Mar,Rural,standing,Blue Pine,24.80563563631432639500983117,198.9712522146653712064925416
271,Wangchuck Centennial National Park,Q1,Feb,Rural,standing,Hemlock,28.96539697606617397789680656,282.8690632679887980796708007
272,Wangchuck Centennial National Park,Q1,Mar,Rural,standing,Oak,59.00896738761949962709336227,38.1596845173458307138366577
273,Wangchuck Centennial National Park,Q1,Feb,Rural,other,Oak,6.720230349565568801778136997,0
274,Wangchuck Centennial National Park,Q1,Mar,Rural,other,Blue Pine,9.139769650434431198221863003,0
275,Wangchuck Centennial National Park,Q1,Jan,Commercial,standing,Chir Pine,11.24125849802371541501976285,938.2266594574286881979189669
276,Wangchuck Centennial National Park,Q1,Feb,Commercial,standing,Cypress,18.98874150197628458498023715,509.0783598475906168213860521
277,Wangchuck Centennial National Park,Q1,Mar,Commercial,other,Oak,6.022059909725071809601969635,860.5450986891213922075929881
278,Wangchuck Centennial National Park,Q1,Jan,Commercial,other,Blue Pine,38.85794009027492819039803036,1288.149882005859302773101993
279,Wangchuck Centennial National Park,Q1,Mar,Free,timber,Chir Pine,0,0
280,Wangchuck Centennial National Park,Q1,Feb,Free,firewood,Cypress,0,0
281,Bumdeling Wildlife Sanctuary,Q2,May,Rural,standing,Broadleaf Mixed,16.67355850422195416164053076,303.5316729398574517498198126
282,Bumdeling Wildlife Sanctuary,Q2,Jun,Rural,standing,Chir Pine,6.59644149577804583835946924,296.4683270601425482501801874
283,Bumdeling Wildlife Sanctuary,Q2,Jun,Rural,other,Hemlock,0,0
284,Bumdeling Wildlife Sanctuary,Q2,Jun,Commercial,standing,Oak,2.232809306712781009275271184,1873.720615046261186106476566
285,Bumdeling Wildlife Sanctuary,Q2,Apr,Commercial,standing,Blue Pine,5.107190693287218990724728816,903.269384953738813893523434
286,Bumdeling Wildlife Sanctuary,Q2,May,Commercial,other,Chir Pine,0,0
287,Bumdeling Wildlife Sanctuary,Q2,Apr,Free,timber,Cypress,0,0
288,Bumdeling Wildlife Sanctuary,Q2,Jun,Free,firewood,Broadleaf Mixed,0,0
289,"Divisional Forest Office, Bumthang",Q2,Jun,Rural,standing,Chir Pine,432.9834245206717731576192968,2865.933014354066985645933014
290,"Divisional Forest Office, Bumthang",Q2,Apr,Rural,standing,Cypress,97.56032875017841000999096056,13562.56459330143540669856459
291,"Divisional Forest Office, Bumthang",Q2,May,Rural,standing,Broadleaf Mixed,415.8573052952090965317094058,4477.129186602870813397129187
292,"Divisional Forest Office, Bumthang",Q2,Apr,Rural,standing,Chir Pine,591.9489414339407203006803368,2934.37320574162679425837321
293,"Divisional Forest Office, Bumthang",Q2,Jun,Rural,other,Blue Pine,8.475332259363672976238421265,18.47023094851331308708242107
294,"Divisional Forest Office, Bumthang",Q2,Jun,Rural,other,Hemlock,8.444667740636327023761578735,21.52976905148668691291757893
295,"Divisional Forest Office, Bumthang",Q2,May,Commercial,standing,Cypress,2.022351625132061400783046423,880.1436020634715157172207562
296,"Divisional Forest Office, Bumthang",Q2,Jun,Commercial,standing,Broadleaf Mixed,1.447648374867938599216953577,979.0278707090190542826068628
297,"Divisional Forest Office, Bumthang",Q2,May,Commercial,other,Blue Pine,1078.879354463882254212123168,48297.90042226579347275918171
298,"Divisional Forest Office, Bumthang",Q2,Jun,Commercial,other,Hemlock,1767.665906655477373959073010,906155.4396078586734922840630
299,"Divisional Forest Office, Bumthang",Q2,Apr,Commercial,other,Oak,801.8002453037247433993931960,818133.8727708753959497948577
300,"Divisional Forest Office, Bumthang",Q2,Jun,Commercial,other,Blue Pine,583.5953004970628106642566652,913969.9313615735883912473463
301,"Divisional Forest Office, Bumthang",Q2,Jun,Commercial,other,Hemlock,749.9251074817636046736814925,651641.7845736715146302160154
302,"Divisional Forest Office, Bumthang",Q2,May,Commercial,other,Oak,1395.894085598089213091472468,78904.659790982543493698709
303,"Divisional Forest Office, Bumthang",Q2,Apr,Free,timber,Chir Pine,0,0
304,"Divisional Forest Office, Bumthang",Q2,Apr,Free,firewood,Cypress,0,0
305,"Divisional Forest Office, Dagana",Q2,Jun,Rural,standing,Broadleaf Mixed,176.8119458270633175136011112,1047.766709629902412078806850
306,"Divisional Forest Office, Dagana",Q2,Apr,Rural,standing,Chir Pine,179.3752633406644287533279315,784.3345608543546308230528448
307,"Divisional Forest Office, Dagana",Q2,May,Rural,standing,Cypress,135.9127908322722537330709573,1179.898729515742957098140305
308,"Divisional Forest Office, Dagana",Q2,Jun,Rural,other,Cypress,4.519964402254523880154256897,915.2408910378173027111034364
309,"Divisional Forest Office, Dagana",Q2,Apr,Rural,other,Broadleaf Mixed,2.600035597745476119845743103,44.7591089621826972888965636
310,"Divisional Forest Office, Dagana",Q2,Jun,Commercial,standing,Blue Pine,0,0
311,"Divisional Forest Office, Dagana",Q2,May,Commercial,other,Hemlock,0,0
312,"Divisional Forest Office, Dagana",Q2,May,Free,timber,Oak,101.5643155529116266772423822,0
313,"Divisional Forest Office, Dagana",Q2,Jun,Free,timber,Blue Pine,141.1344318857822724568709102,0
314,"Divisional Forest Office, Dagana",Q2,Apr,Free,timber,Hemlock,218.8712525613061008658867076,0
315,"Divisional Forest Office, Dagana",Q2,Jun,Free,firewood,Hemlock,2.695045123726346433770014556,0
316,"Divisional Forest Office, Dagana",Q2,Jun,Free,firewood,Oak,8.934954876273653566229985444,0
317,"Divisional Forest Office, Gedu",Q2,Jun,Rural,standing,Broadleaf Mixed,54.50235324101605640982074590,573.3196365073093638877913868
318,"Divisional Forest Office, Gedu",Q2,May,Rural,standing,Chir Pine,39.01764675898394359017925410,1066.680363492690636112208613
319,"Divisional Forest Office, Gedu",Q2,Jun,Rural,other,Hemlock,12.27663252560579565326005496,653.7478885893980233602875112
320,"Divisional Forest Office, Gedu",Q2,Jun,Rural,other,Oak,20.68336747439420434673994504,287.8521114106019766397124888
321,"Divisional Forest Office, Gedu",Q2,Apr,Commercial,standing,Broadleaf Mixed,82.75266136576239476145930776,2793.570833218970372245697095
322,"Divisional Forest Office, Gedu",Q2,Apr,Commercial,standing,Chir Pine,4.829457436856875584658559401,1228.882744848905477171503184
323,"Divisional Forest Office, Gedu",Q2,May,Commercial,standing,Cypress,89.08788119738072965388213284,921.576218824940570195114430
324,"Divisional Forest Office, Gedu",Q2,Apr,Commercial,other,Cypress,467.2979582265838725085761431,9749.625867058366971844640503
325,"Divisional Forest Office, Gedu",Q2,May,Commercial,other,Broadleaf Mixed,177.2040787702462112987971688,10246.66561714369548413475943
326,"Divisional Forest Office, Gedu",Q2,Apr,Commercial,other,Chir Pine,627.4040253593295410135047115,10697.82477491345521067502123
327,"Divisional Forest Office, Gedu",Q2,May,Commercial,other,Cypress,375.583937643840375179121977,15410.14394399166591373326413
328,"Divisional Forest Office, Gedu",Q2,Jun,Free,timber,Hemlock,90.75609470914937152879275066,0
329,"Divisional Forest Office, Gedu",Q2,Apr,Free,timber,Oak,15.91306050862320958783981292,0
330,"Divisional Forest Office, Gedu",Q2,Apr,Free,timber,Blue Pine,103.6808447822274188833674364,0
331,"Divisional Forest Office, Gedu",Q2,Apr,Free,firewood,Blue Pine,33.16689944134078212290502793,0
332,"Divisional Forest Office, Gedu",Q2,Jun,Free,firewood,Hemlock,22.83310055865921787709497207,0
333,"Divisional Forest Office, Mongar",Q2,Apr,Rural,standing,Cypress,424.6632714661871427653972128,2300.418493898204186923305884
334,"Divisional Forest Office, Mongar",Q2,Apr,Rural,standing,Broadleaf Mixed,94.72279558152976687431764177,3400.052584581803750372060720
335,"Divisional Forest Office, Mongar",Q2,May,Rural,standing,Chir Pine,225.5546837068910153490463040,1326.971921817640638952277012
336,"Divisional Forest Office, Mongar",Q2,Apr,Rural,standing,Cypress,1234.829249245392075011238841,3066.556999702351423752356384
337,"Divisional Forest Office, Mongar",Q2,Jun,Rural,other,Hemlock,2.195376373880114528493580863,78.58490566037735849056603774
338,"Divisional Forest Office, Mongar",Q2,Jun,Rural,other,Oak,11.94462362611988547150641914,201.4150943396226415094339623
339,"Divisional Forest Office, Mongar",Q2,Apr,Commercial,standing,Broadleaf Mixed,6.221176360576023938657190948,2715.302946628180921987000619
340,"Divisional Forest Office, Mongar",Q2,May,Commercial,standing,Chir Pine,2.598823639423976061342809052,1142.462759557386088322277732
341,"Divisional Forest Office, Mongar",Q2,May,Commercial,other,Hemlock,257.9581384525887143688190809,18418.62104411308947030224169
342,"Divisional Forest Office, Mongar",Q2,May,Commercial,other,Oak,283.3076579406631762652705061,122747.2641214061447205248684
343,"Divisional Forest Office, Mongar",Q2,Jun,Commercial,other,Blue Pine,204.9383688190808609656777196,106230.0137288130038086226217
344,"Divisional Forest Office, Mongar",Q2,Apr,Commercial,other,Hemlock,20.9758347876672484002326934,88159.7353994821949902409898
345,"Divisional Forest Office, Mongar",Q2,May,Free,timber,Chir Pine,0,0
346,"Divisional Forest Office, Mongar",Q2,Apr,Free,firewood,Cypress,0,0
347,"Divisional Forest Office, Paro",Q2,May,Rural,standing,Broadleaf Mixed,196.8266937397335280160613251,1537.208060904612628750559785
348,"Divisional Forest Office, Paro",Q2,Apr,Rural,standing,Chir Pine,608.4439094725314838474174119,2495.451321092700403045230631
349,"Divisional Forest Office, Paro",Q2,May,Rural,standing,Cypress,264.5464491695564884102938492,3623.239587998208687863860278
350,"Divisional Forest Office, Paro",Q2,Apr,Rural,standing,Broadleaf Mixed,346.352947618178499726227414,1692.101030004478280340349306
351,"Divisional Forest Office, Paro",Q2,Jun,Rural,other,Oak,1.812577636084543629708348093,0
352,"Divisional Forest Office, Paro",Q2,Jun,Rural,other,Blue Pine,5.307422363915456370291651907,0
353,"Divisional Forest Office, Paro",Q2,Jun,Commercial,standing,Chir Pine,42.01416837782340862422997947,6642.878424088168873661211548
354,"Divisional Forest Office, Paro",Q2,Jun,Commercial,standing,Cypress,105.2620533880903490759753593,77537.06550111463621180806069
355,"Divisional Forest Office, Paro",Q2,Jun,Commercial,standing,Broadleaf Mixed,141.3837782340862422997946612,28528.08596378006965220776836
356,"Divisional Forest Office, Paro",Q2,Jun,Commercial,other,Broadleaf Mixed,892.7771064727819374981931716,322685.5623961783727129357190
357,"Divisional Forest Office, Paro",Q2,May,Commercial,other,Chir Pine,370.1141189904888554826399931,74276.15012120413845289262161
358,"Divisional Forest Office, Paro",Q2,May,Commercial,other,Cypress,736.4303408401029169437136827,89350.64553325663887691141936
359,"Divisional Forest Office, Paro",Q2,Jun,Commercial,other,Broadleaf Mixed,504.2160585123297967679454193,409934.9146295731478943778514
360,"Divisional Forest Office, Paro",Q2,Apr,Commercial,other,Chir Pine,624.392375184296493307507733,325060.9374308048273252053476
361,"Divisional Forest Office, Paro",Q2,Jun,Free,timber,Broadleaf Mixed,8.854641037831963594376146166,0
362,"Divisional Forest Office, Paro",Q2,Apr,Free,timber,Chir Pine,612.6630306323439516402907016,0
363,"Divisional Forest Office, Paro",Q2,May,Free,timber,Cypress,247.2788725123955715547103172,0
364,"Divisional Forest Office, Paro",Q2,May,Free,timber,Broadleaf Mixed,89.7834558174285132106228350,0
365,"Divisional Forest Office, Paro",Q2,May,Free,firewood,Oak,0,0
366,"Divisional Forest Office, Pema Gatshel",Q2,Apr,Rural,standing,Blue Pine,127.4684282047410539030650762,764.3017176997759522031366692
367,"Divisional Forest Office, Pema Gatshel",Q2,May,Rural,standing,Hemlock,42.83602144043484825607730636,113.5026138909634055265123226
368,"Divisional Forest Office, Pema Gatshel",Q2,Jun,Rural,standing,Oak,129.0655503548240978408576174,1162.195668409260642270351008
369,"Divisional Forest Office, Pema Gatshel",Q2,May,Rural,other,Oak,1.108300025085709507483903336,0
370,"Divisional Forest Office, Pema Gatshel",Q2,May,Rural,other,Blue Pine,0.861699974914290492516096664,0
371,"Divisional Forest Office, Pema Gatshel",Q2,Apr,Commercial,standing,Chir Pine,0,0
372,"Divisional Forest Office, Pema Gatshel",Q2,May,Commercial,other,Cypress,2.542675343456254519161243673,2024.390241357724142727968283
373,"Divisional Forest Office, Pema Gatshel",Q2,Apr,Commercial,other,Broadleaf Mixed,5.437324656543745480838756327,3626.999758642275857272031717
374,"Divisional Forest Office, Pema Gatshel",Q2,Jun,Free,timber,Blue Pine,0,0
375,"Divisional Forest Office, Pema Gatshel",Q2,Jun,Free,firewood,Hemlock,0,0
376,"Divisional Forest Office, Samdrup Jongkhar",Q2,May,Rural,standing,Oak,100.8225897658282740676496097,316.8009063755278607477598105
377,"Divisional Forest Office, Samdrup Jongkhar",Q2,Apr,Rural,standing,Blue Pine,569.7909522983521248915871639,23.90153465856421876609331548
378,"Divisional Forest Office, Samdrup Jongkhar",Q2,Apr,Rural,standing,Hemlock,600.5113087597571552471812663,526.5094242455453702750025749
379,"Divisional Forest Office, Samdrup Jongkhar",Q2,May,Rural,standing,Oak,376.5580407632263660017346054,251.6840045318776393037387991
380,"Divisional Forest Office, Samdrup Jongkhar",Q2,Apr,Rural,standing,Blue Pine,507.727108412836079791847355,521.104130188484910907405500
381,"Divisional Forest Office, Samdrup Jongkhar",Q2,Apr,Rural,other,Oak,26.11835132732122443795249587,52.60625501202886928628708901
382,"Divisional Forest Office, Samdrup Jongkhar",Q2,Jun,Rural,other,Blue Pine,43.42164867267877556204750413,147.3937449879711307137129110
383,"Divisional Forest Office, Samdrup Jongkhar",Q2,May,Commercial,standing,Chir Pine,11.95715131773763695587799822,7423.923971779047063916711928
384,"Divisional Forest Office, Samdrup Jongkhar",Q2,May,Commercial,standing,Cypress,5.84284868226236304412200178,170.613760342643967296247377
385,"Divisional Forest Office, Samdrup Jongkhar",Q2,Apr,Commercial,other,Oak,42.37740606060606060606060606,31149.07491827954222142003248
386,"Divisional Forest Office, Samdrup Jongkhar",Q2,May,Commercial,other,Blue Pine,41.06259393939393939393939394,4451.38734959876674736700822
387,"Divisional Forest Office, Samdrup Jongkhar",Q2,Apr,Free,timber,Chir Pine,0,0
388,"Divisional Forest Office, Samdrup Jongkhar",Q2,Apr,Free,firewood,Cypress,408.5705371840451955388886183,0
389,"Divisional Forest Office, Samdrup Jongkhar",Q2,Jun,Free,firewood,Broadleaf Mixed,45.28378512638192178444455267,0
390,"Divisional Forest Office, Samdrup Jongkhar",Q2,Apr,Free,firewood,Chir Pine,157.4005415672332343057517167,0
391,"Divisional Forest Office, Samdrup Jongkhar",Q2,Jun,Free,firewood,Cypress,432.3051361223396483709151123,0
392,"Divisional Forest Office, Samtse",Q2,Apr,Rural,standing,Hemlock,70.60980017805915520823028984,1360.090562930945765153854070
393,"Divisional Forest Office, Samtse",Q2,Apr,Rural,standing,Oak,27.09106983875754278365812642,37.21313162498713594730884018
394,"Divisional Forest Office, Samtse",Q2,Apr,Rural,standing,Blue Pine,86.40912998318330200811158374,202.696305444067098898837090
395,"Divisional Forest Office, Samtse",Q2,May,Rural,other,Blue Pine,0,0
396,"Divisional Forest Office, Samtse",Q2,Jun,Commercial,standing,Hemlock,0,0
397,"Divisional Forest Office, Samtse",Q2,May,Commercial,other,Oak,5.462718885332329128224439842,15644.53765172308630680085392
398,"Divisional Forest Office, Samtse",Q2,Jun,Commercial,other,Blue Pine,63.28728111466767087177556016,14436.64234827691369319914608
399,"Divisional Forest Office, Samtse",Q2,Jun,Free,timber,Chir Pine,0,0
400,"Divisional Forest Office, Samtse",Q2,Apr,Free,firewood,Cypress,0,0
401,"Divisional Forest Office, Sarpang",Q2,Jun,Rural,standing,Broadleaf Mixed,74.56126824301391560131236565,105.8496476115896632732967894
402,"Divisional Forest Office, Sarpang",Q2,May,Rural,standing,Chir Pine,5.622653015046951012557981672,221.1824588880187940485512921
403,"Divisional Forest Office, Sarpang",Q2,Apr,Rural,standing,Cypress,79.87607874193913338612965268,512.9678935003915426781519185
404,"Divisional Forest Office, Sarpang",Q2,Apr,Rural,other,Cypress,0,0
405,"Divisional Forest Office, Sarpang",Q2,Jun,Commercial,standing,Broadleaf Mixed,173.3554687986709583636174852,10058.19205837173579109062980
406,"Divisional Forest Office, Sarpang",Q2,Apr,Commercial,standing,Chir Pine,941.9092025750181704911224172,129754.3890629800307219662058
407,"Divisional Forest Office, Sarpang",Q2,Jun,Commercial,standing,Cypress,228.9095379503686013913404631,77589.11622887864823348694316
408,"Divisional Forest Office, Sarpang",Q2,Jun,Commercial,standing,Broadleaf Mixed,267.395790675942269753919635,24217.6026497695852534562212
409,"Divisional Forest Office, Sarpang",Q2,May,Commercial,other,Oak,0,0
410,"Divisional Forest Office, Sarpang",Q2,May,Free,timber,Blue Pine,72.62016321339621641672407398,0
411,"Divisional Forest Office, Sarpang",Q2,May,Free,timber,Hemlock,87.02459859042975994912829209,0
412,"Divisional Forest Office, Sarpang",Q2,May,Free,timber,Oak,6.3052381961740236341476339,0
413,"Divisional Forest Office, Sarpang",Q2,May,Free,firewood,Oak,3.572120760342899739098024599,0
414,"Divisional Forest Office, Sarpang",Q2,Jun,Free,firewood,Blue Pine,12.42787923965710026090197540,0
415,"Divisional Forest Office, Thimphu",Q2,Apr,Rural,standing,Chir Pine,168.2779613187418266914446968,3212.651868699922460584130266
416,"Divisional Forest Office, Thimphu",Q2,Apr,Rural,standing,Cypress,225.0481795030628398375662468,3640.141835099508917032825019
417,"Divisional Forest Office, Thimphu",Q2,May,Rural,standing,Broadleaf Mixed,452.2742446142198361896895863,962.9319445162401998793831309
418,"Divisional Forest Office, Thimphu",Q2,Jun,Rural,standing,Chir Pine,209.1496145639754972812994701,1296.994351684328422503661584
419,"Divisional Forest Office, Thimphu",Q2,May,Rural,other,Blue Pine,6.901463070685704212938480522,7.493458922030350601779173208
420,"Divisional Forest Office, Thimphu",Q2,Jun,Rural,other,Hemlock,9.098536929314295787061519478,152.5065410779696493982208268
421,"Divisional Forest Office, Thimphu",Q2,Apr,Commercial,standing,Cypress,2.667444833986388946174468963,10190.09011217752144215863474
422,"Divisional Forest Office, Thimphu",Q2,Apr,Commercial,standing,Broadleaf Mixed,54.06255516601361105382553104,8327.99388774124543909885394
423,"Divisional Forest Office, Thimphu",Q2,May,Commercial,other,Blue Pine,495.2787730433822717739264820,167169.4216484246037105569955
424,"Divisional Forest Office, Thimphu",Q2,Jun,Commercial,other,Hemlock,560.8443492659233911027707252,337013.9294939183265708898891
425,"Divisional Forest Office, Thimphu",Q2,Jun,Commercial,other,Oak,223.7253720057401479191963793,23371.80572176177783488416164
426,"Divisional Forest Office, Thimphu",Q2,Apr,Commercial,other,Blue Pine,633.061505684954189204106414,96866.2791359765250024114651
427,"Divisional Forest Office, Thimphu",Q2,Jun,Free,timber,Broadleaf Mixed,0,0
428,"Divisional Forest Office, Thimphu",Q2,May,Free,firewood,Chir Pine,0,0
429,"Divisional Forest Office, Trashigang",Q2,Apr,Rural,standing,Cypress,121.8424098255378358129080595,1699.767060367454068241469816
430,"Divisional Forest Office, Trashigang",Q2,May,Rural,standing,Broadleaf Mixed,98.26536390880873381140961147,3728.415354330708661417322835
431,"Divisional Forest Office, Trashigang",Q2,Jun,Rural,standing,Chir Pine,202.3142989403831745691961897,260.3838582677165354330708661
432,"Divisional Forest Office, Trashigang",Q2,Jun,Rural,standing,Cypress,94.6679273252702558064861393,31.433727034120734908136483
433,"Divisional Forest Office, Trashigang",Q2,Apr,Rural,other,Hemlock,0,0
434,"Divisional Forest Office, Trashigang",Q2,Jun,Commercial,standing,Oak,0,0
435,"Divisional Forest Office, Trashigang",Q2,Apr,Commercial,other,Blue Pine,0,0
436,"Divisional Forest Office, Trashigang",Q2,May,Free,timber,Hemlock,0,0
437,"Divisional Forest Office, Trashigang",Q2,May,Free,firewood,Oak,18.28175119202427394885132206,0
438,"Divisional Forest Office, Trashigang",Q2,May,Free,firewood,Blue Pine,13.71824880797572605114867794,0
439,"Divisional Forest Office, Tsirang",Q2,Apr,Rural,standing,Chir Pine,148.9074528680304853590052146,976.2947470034590941999839112
440,"Divisional Forest Office, Tsirang",Q2,Apr,Rural,standing,Cypress,120.6444364219815483353389491,197.8537527149867267315582013
441,"Divisional Forest Office, Tsirang",Q2,Jun,Rural,standing,Broadleaf Mixed,108.2481107099879663056558363,1705.851500281554179068457888
442,"Divisional Forest Office, Tsirang",Q2,Jun,Rural,other,Broadleaf Mixed,0,0
443,"Divisional Forest Office, Tsirang",Q2,Jun,Commercial,standing,Chir Pine,0,0
444,"Divisional Forest Office, Tsirang",Q2,May,Commercial,other,Cypress,0,0
445,"Divisional Forest Office, Tsirang",Q2,May,Free,timber,Broadleaf Mixed,0,0
446,"Divisional Forest Office, Tsirang",Q2,Jun,Free,firewood,Chir Pine,0,0
447,"Divisional Forest Office, Wangdue",Q2,Jun,Rural,standing,Cypress,157.3861310133060388945752303,840.8652775568633688563702879
448,"Divisional Forest Office, Wangdue",Q2,Jun,Rural,standing,Broadleaf Mixed,736.6282838621630842715796656,9099.968188325115317321456975
449,"Divisional Forest Office, Wangdue",Q2,May,Rural,standing,Chir Pine,644.5722449675878539747526441,7378.733895339589629393987593
450,"Divisional Forest Office, Wangdue",Q2,May,Rural,standing,Cypress,295.8751279426816786079836233,1714.180054079847303960553523
451,"Divisional Forest Office, Wangdue",Q2,Jun,Rural,standing,Broadleaf Mixed,275.538212214261344251108837,7576.25258469858438046763162
452,"Divisional Forest Office, Wangdue",Q2,Apr,Rural,other,Cypress,27.14312546957175056348610068,939.8490566037735849056603774
453,"Divisional Forest Office, Wangdue",Q2,May,Rural,other,Broadleaf Mixed,37.04357625845229151014274981,2696.981132075471698113207547
454,"Divisional Forest Office, Wangdue",Q2,Jun,Rural,other,Chir Pine,55.81329827197595792637114951,4063.169811320754716981132076
455,"Divisional Forest Office, Wangdue",Q2,Jun,Commercial,standing,Chir Pine,16.83771600803750837240455459,3277.173649029537515259129056
456,"Divisional Forest Office, Wangdue",Q2,May,Commercial,standing,Cypress,19.31228399196249162759544541,10340.87002613751553260668302
457,"Divisional Forest Office, Wangdue",Q2,Jun,Commercial,other,Oak,141.4038606829857963130855243,18654.22901216724544741229555
458,"Divisional Forest Office, Wangdue",Q2,May,Commercial,other,Blue Pine,166.0240631610758537322453914,8058.838312621826999236190006
459,"Divisional Forest Office, Wangdue",Q2,May,Commercial,other,Hemlock,23.0720761559383499546690843,97789.37900004387450548570234
460,"Divisional Forest Office, Wangdue",Q2,Apr,Free,timber,Hemlock,1022.393165058807982027223470,0
461,"Divisional Forest Office, Wangdue",Q2,May,Free,timber,Oak,53.06538918990352847892163341,0
462,"Divisional Forest Office, Wangdue",Q2,Jun,Free,timber,Blue Pine,314.2650270913175631029470067,0
463,"Divisional Forest Office, Wangdue",Q2,Jun,Free,timber,Hemlock,397.1059957711114047839302233,0
464,"Divisional Forest Office, Wangdue",Q2,May,Free,timber,Oak,443.980422888859521606977667,0
465,"Divisional Forest Office, Wangdue",Q2,Apr,Free,firewood,Hemlock,171.8220755785153209256245135,0
466,"Divisional Forest Office, Wangdue",Q2,Apr,Free,firewood,Oak,79.71314839714103743542565990,0
467,"Divisional Forest Office, Wangdue",Q2,Apr,Free,firewood,Blue Pine,34.2147760243436416389498266,0
468,"Divisional Forest Office, Zhemgang",Q2,Jun,Rural,standing,Blue Pine,31.52850613915416098226466576,1667.474625056809574306923193
469,"Divisional Forest Office, Zhemgang",Q2,Apr,Rural,standing,Hemlock,47.01149386084583901773533424,132.525374943190425693076807
470,"Divisional Forest Office, Zhemgang",Q2,Apr,Rural,other,Cypress,0,0
471,"Divisional Forest Office, Zhemgang",Q2,Jun,Commercial,standing,Broadleaf Mixed,14.48884907251264755480607083,6108.533726896017702359595311
472,"Divisional Forest Office, Zhemgang",Q2,May,Commercial,standing,Chir Pine,6.81115092748735244519392917,341.016947092998772927474085
473,"Divisional Forest Office, Zhemgang",Q2,May,Commercial,other,Hemlock,15.57388847583643122676579926,3151.703403465070469032438345
474,"Divisional Forest Office, Zhemgang",Q2,May,Commercial,other,Oak,3.18611152416356877323420074,2528.745922545913055680492259
475,"Divisional Forest Office, Zhemgang",Q2,Jun,Free,timber,Broadleaf Mixed,0,0
476,"Divisional Forest Office, Zhemgang",Q2,May,Free,firewood,Chir Pine,0,0
477,Jigme Dorji National Park,Q2,Apr,Rural,standing,Cypress,0,0
478,Jigme Dorji National Park,Q2,May,Rural,other,Broadleaf Mixed,0,0
479,Jigme Dorji National Park,Q2,May,Commercial,standing,Chir Pine,0,0
